sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp,telegram_id,post_date,,
419,"KUUM > Venemaa rakett hävitas Ukrainas Hmelnõtskis laskemoonatehase (video)

Venemaa rakett hävitas Ukrainas Hmelnõtski oblastis laskemoonatehase koos 2,2 miljardi dollari väärtuses USA maksumaksja/NATO laskemoonaga

Videos on näha, nagu oleks tuumapomm plahvatanud. Suur seen kerkis kõrgele õhku.

https://twitter.com/4Mischief/status/1657828778670694401?s=20

https://eestieest.com/kuum-venemaa-rakett-havitas-ukrainas-hmelnotskis-laskemoonatehase-video/",euudised,euudised,1,,Vene,,1609,2023-05-14 20:37:06+00:00,,
420,"Ilmselt ei olegi vaja täpsustada, et mingisugust vägivalda kellegi vastu selles intervjuus ei õhutatud. Tegelik video eemaldamise põhjus oli ilmselt selle populaarsus nii vaatamiste kui ka positiivsete kommentaaride vormis ning kuna selles paljastatakse jõuliselt MMF-i „Sa ei oma midagi ja sa oled õnnelik“ tegevuskava, siis on tegemist ohtliku materjaliga.

Kuigi Youtubes suudeti see globalistliku tegevuskava vastane relv kahjutuks teha, on see üleval Vanglaplaneedi videote sektsioonis ja natuke pikemat versiooni sellest saab näha Vanglaplaneedi Vastupanuliikumise lehel.

https://vanglaplaneet.ee/blog/2022/08/31/youtube-eemaldas-vanglaplaneedi-veganluse-ja-globalismi-teemalise-intervjuu/",vanglaplaneet,vanglaplaneet,1,,Muu,,129,2022-08-31 14:44:44+00:00,,
421,"🇪🇪⚔️**Eesti peaminister hindab riigi kaitsetööstuse tulevikku**

Eesti valitsusjuht Kristen Michal külastas Ukrainale relvi tootvaid kodumaiseid kaitseettevõtteid Milrem Robotics, Go Craft, Vegvisir ja DefSecIntel.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,4396,2024-08-17 04:02:01+00:00,,
422,"🙅🇪🇺 **Euroopa Parlamendi liige ja endine Poola presidendikandidaat Grzegorz Braun ründas täna Poola Seimas LGBT-näitust.**

@kornilov1968

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Vene,,6798,2025-06-13 14:00:39+00:00,,
423,"Täna oli Poolas Iseseisvusmarss

Täna oli Poolas Iseseisvusmarss (Tuski vastane meeleavaldus). Kohal oli üle 350000 inimese. Kas Eesti meedia sellest räägib?

https://eestieest.com/tana-oli-poolas-iseseisvusmarss/",euudised,euudised,1,,Parem-konservatiivne,,9420,2024-11-11 19:25:39+00:00,,
424,"Euroopa ei saa endale lubada Euroopa pankadega rahulolu

Autoriks Krishna Guha, avaldatud The FT kaudu,

EL on seni USA-s nähtud kriisist pääsenud, kuid nõrkused tähendavad, et riskid on endiselt…

Euroopas – välja arvatud Šveits – on seni olnud hea panganduskriis, ilma siseriikliku stressita. See ei ole juhus: EL on oma pankade reguleerimisel ja järelevalvel teinud paremat tööd kui USA. Kuid sellegipoolest oleks metsikult…

https://eestieest.com/euroopa-ei-saa-endale-lubada-euroopa-pankadega-rahulolu/",euudised,euudised,0,,,,1492,2023-05-10 17:11:33+00:00,,
425,"Pärast viimaseid uudiseid maksutõusust...

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,986,2023-04-09 11:30:28+00:00,,
426,"AI revolutsioon – ajaloo kordus?

Tehisintellekt ehk “AI” revolutsioon on meie ees. Finantsmeedia ja pealkirjad kihavad lugudest generatiivsest tehisintellektist ja sellele järgnenud “tööstusrevolutsioonist”.

Pole üllatav, et ChatGPT käivitamisega on tähelepanu pööratud AI-le. Kasu on juba ilmne AI lisamisest otsingumootoritesse. Isegi TikToki videod AI abil miljoni teenimisest viitavad sellele, miks tehisintellektiga seotud aktsiad viimastel kuudel hüppeliselt tõusid.

Tööstusrevolutsiooni peetakse sageli pidevaks…

https://eestieest.com/ai-revolutsioon-ajaloo-kordus/",euudised,euudised,0,,,,1878,2023-05-29 06:41:42+00:00,,
427,"Hiljaaegu tõi Venemaa riiki esimesed 10.000 spetsialisti Indiast. Nagu videost näha töötavad need spetsialistid väga spetsiifilistel ametikohtadel.

Üks ja sama süsteem töötab kõikjal.",MarkoWatsel,MarkoWatsel,0,,,,7428,2025-12-24 10:37:13+00:00,,
428,"Prantsuse siseministeeriumi juht andis korralduse tugevdada turvameetmeid Pariisi ümbruses streikivate talunike ähvarduste tõttu pealinna ja suurima toiduturu blokeerimisega.

Samm sammu haaval teel kaoseni.",MarkoWatsel,MarkoWatsel,1,,Parem-konservatiivne,,4527,2024-01-29 05:54:49+00:00,,
429,"⚠️**Kuidas USA meedia näitab Donald Trumpi**

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,4022,2024-07-15 06:01:01+00:00,,
430,"Skyneti tõus? Robotkoer saab ChatGPT aju

Tehisintellekti inseneride meeskond varustas Boston Dynamicsi robotkoera OpenAI ChatGPT ja Google’i teksti kõneks muutmise häälega, luues selle, mis võiks olla päriselus Skyneti moodi robot.

Hiljutises Twitterisse postitatud videos näitas masinõppeinsener Santiago Valdarrama, kuidas robo-koer suudab häälliidese kaudu inimestega suhelda kiiremini kui juhtpaneelid ja aruanded.

“Need robotid käitavad automatiseeritud missioone iga päev,” ütles Valdarrama Twitteri lõimes,…

https://eestieest.com/skyneti-tous-robotkoer-saab-chatgpt-aju/",euudised,euudised,0,,,,1435,2023-05-09 08:18:53+00:00,,
431,"📌Töötukassa prognooside kohaselt võib aasta lõpuks meie riigis töötute arv ulatuda 54 tuhande inimeseni

Detsembri alguses oli töötuna arvel 51 843 inimest, mis on 475 võrra rohkem kui nädal varem.

💬Kuigi tänavu registreeriti kõige rohkem töötuid varakevadel – 54 500 inimest, siis varasemate aastate detsembrikuu andmete analüüs viitab, et aasta lõpuks on registreeritud töötute arv ligikaudu 54 000 inimest.

Tööhõive taset mõjutab uute vabade töökohtade arvu vähenemine. Tööportaali laekus…

https://eestieest.com/📌tootukassa-prognooside-kohaselt-voib-aasta-lopuks-meie-riigis-tootute-arv-ulatuda-54-tuhande-inimeseni/",euudised,euudised,0,,,,5197,2023-12-11 10:38:03+00:00,,
432,"See pole teadus!""  - Dr Naomi Wolf paljastab Pfizeri võltsimistaktika ja kliiniliste uuringute andmete täieliku vääresitamise.

 Esiteks kasutasid Pfizeri sisekatsetused tõelise kliinilise teaduse tegemise asemel telefonirakendust enesest teatamiseks.

  ""Nad ei lasknud neil tegelikest kõrvalmõjudest teatada.""

 Teiseks jättis Pfizer kolmandas faasis oma katsetest välja kahjulikud osalejad.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,487,2022-07-29 20:11:03+00:00,,
433,"🇳🇵**Katmandu — Nepali pealinn.**

@belarusian_silovik

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,7840,2025-09-10 19:06:03+00:00,,
434,"Mis siis ikkagi põhjustab neid kummalisi verehüübeid, mida nüüd ootamatult surnud noortel ja keskealistel inimestel leitakse? https://www.telegram.ee/nwo/kaks-hupoteesi-miks-covid-i-mrna-sust-voib-pohjustada-akksurma",eestitelegram,eestitelegram,1,,Pseudoteadus,,1330,2022-12-09 13:03:11+00:00,,
435,"Rootsi kõrgeim pensionifond vallandas tegevjuhi pärast suuri kaotusi USA pankadele

Rootsi suurim pensionifond vallandas teisipäeval oma tegevjuhi pärast seda, kui halvad kihlveod USA pankadele tõi kaasa miljardite dollarite suuruse kahju, teatas Bloomberg.

Alecta, mille hallatav vara on 115 miljardit dollarit ja mis jälgib 2,6 miljoni rootslase sääste, avaldas teisipäeval avalduse, mille kohaselt otsustas juhatus tegevjuht Magnus Billing kohe lahkuda, et “usaldus taastada”, kui tema investeerimisstrateegia…

https://eestieest.com/rootsi-korgeim-pensionifond-vallandas-tegevjuhi-parast-suuri-kaotusi-usa-pankadele/",euudised,euudised,0,,,,705,2023-04-15 22:11:14+00:00,,
436,"Biorelvade katsed ja laborilekked 1.osa

Ülevaate pani kokku ja toimetas: Revo Jaansoo

Kuupäev: 23.01.2025

Sisukord

Sissejuhatus 3

Teadusloome näide: Jaapani keemia- ja biorelvade programm 4

- “Nad surid teist korda“ 5
- Ameerika Ühendriikide ja Nõukogude Liidu roll 6

Kas leidub vihjeid, et “SARS-CoV-2 pärineb USA laborist?“ 9

- Sissejuhatus 9

Peatükid 14

Allikad 14

LANCET: Laboratoorselt omandatud nakkused ja…

https://eestieest.com/biorelvade-katsed-ja-laborilekked-1-osa/",euudised,euudised,1,,Pseudoteadus,,11548,2025-05-28 11:11:12+00:00,,
437,"Hiina on välja töötanud elektromagnetilise relva

 Erinevalt traditsioonilistest relvadest, mille kiirus on 700–800 lasku minutis, on uudsuse kiirus mitu tuhat.

 Kuid on nüanss.  See relv ei tulista tavalisi kuule, vaid mündikujulisi mürske.  Mõeldud meeleavalduste katkestamiseks.",MarkoWatsel,MarkoWatsel,0,,,,1824,2023-04-07 09:29:11+00:00,,
438,"Ettevõtja Ian Oja tutvustab uuenduslikku nutipistikut, mis võib olla tõeline päästerõngas kõigile börsipaketi kasutajatele. See nutikas seade jälgib elektrihinna kõikumisi reaalajas ja juhib automaatselt sinu kodumasinaid või teisi seadmeid just siis, kui elekter on kõige odavam. Nii aitab see lihtne, kuid geniaalne lahendus säästa elektriarvetelt lausa kuni viis korda, ilma et peaksid oma igapäevaseid harjumusi suuresti muutma.

https://www.telegram.ee/teadus-ja-tulevik/videointervjuu-nutipistik-aitab-elektriarvetelt-kokku-hoida",eestitelegram,eestitelegram,0,,,,3623,2025-04-17 06:59:13+00:00,,
439,"📌Töötushüvitise maksmise kestus lüheneb

Töötukassa juhatuse esimees Meelis Paavel ütles, et töötutoetuse maksmise perioodi võiks lühendada 6 kuult 4 kuule.

💬”Kui täna saavad inimesed töötu abiraha kuus kuud, siis tulevikus võib see olla neli kuud. Aga see on jällegi väga esialgne hinnang,” ütles ametnik.

Põhjus on selles, et KaKa valitsus kavatseb tööpuuduse vastu võitlemise rahastamist kärpida 130 miljoni euro…

https://eestieest.com/📌tootushuvitise-maksmise-kestus-luheneb/",euudised,euudised,2,,Parem-konservatiivne,,4155,2023-10-01 18:37:31+00:00,,
440,"Biden kavatseb saata Ukrainasse ballistilisi kaugmaarakette

President Biden tõstis äsja Ukraina abi andmist, jätkates samal ajal esindajatekoja vabariiklaste survestamist, et nad kiidaksid heaks hiiglasliku sõjakulutuste arve ja selle 61 miljardit dollarit Kiievile. Isegi kui on selge, et Ukraina vägesid pekstakse rindejoonelt tagasi, teatab NBC sel nädalal, et Biden on nüüd lähemal pikamaa raketisüsteemide heakskiitmisele, mis on võimelised tungima sügavamale Krimmi ja…

https://eestieest.com/biden-kavatseb-saata-ukrainasse-ballistilisi-kaugmaarakette/",euudised,euudised,2,,Vene,,6122,2024-02-23 13:09:43+00:00,,
441,"Üheksa aasta jooksul on rahvusvaheline teadlasterühm välja töötanud dieedi, mis pakub enamat kui vaid kaalulangus. Ajakirjas Cell avaldatud uuring näitas, et loodusrahvaste toitumisharjumusi järgides on võimalik juba kolme nädalaga vähendada ka kolesterooli, veresuhkru ja põletike taset. Kuidas NiMe dieet toimib ja kust leida retsepte?

https://www.telegram.ee/toit-ja-tervis/vaidetavalt-teeb-uus-dieet-soolestikuga-imesid",eestitelegram,eestitelegram,4,,Pseudoteadus,,3821,2025-07-10 18:20:27+00:00,,
442,"Senaator nõuab valitsuselt vastuseid COVID-19 vaktsiiniga seotud vigastuste hüvitamise kohta

Autor Zachary Stieber The Epoch Timesi kaudu (rõhutus meie oma),

USA senaator nõuab USA ametnikelt vastuseid COVID-19 vaktsiinide tõttu vigastatud inimestele hüvitiste maksmise kohta.
Senaator Ron Johnson (R-Wis.) Washingtonis 9.veebruaril 2021. (Ting Shen/Pool/AFP Getty Images kaudu)

Senati alalise juurdluste allkomisjoni kõrgetasemeline liige senaator Ron Johnson (R-Wis.) küsis USA hüvitisskeemi peamisi üksikasju, sealhulgas seda, kui palju…

https://eestieest.com/senaator-nouab-valitsuselt-vastuseid-covid-19-vaktsiiniga-seotud-vigastuste-huvitamise-kohta/",euudised,euudised,1,,Pseudoteadus,,1065,2023-04-27 07:41:59+00:00,,
443,"Märkmed mäluaugust: Suur kahekõneline vaktsiiniteadlane

Vähesed tervisenäitajad on pandeemia ajal olnud paremini nähtavad kui dr Peter Hotez. Texase lastehaigla vaktsiinide väljatöötamise keskusedirektori intervjuud on tänapäeva brändingu meistriklass, sest hea arst ilmub harva ilma koheselt äratuntava laborimantli, spetsifikatsioonide ja kikilipsuta. (Kui kaabeltelevisioonil oleks Halloweeni pidu, oleks Hotez-in-a-bag alates 2020.aastast kindlasti üks populaarsemaid üritusi.) Hotez reklaamib oma turundusoskust, tagades iga kord, kui…

https://eestieest.com/markmed-maluaugust-suur-kahekoneline-vaktsiiniteadlane/",euudised,euudised,0,,,,3419,2023-08-24 21:41:17+00:00,,
444,"Põllumajandustootjad hoiatavad piirkondi, et nad seisavad silmitsi lammaste ekspordikeelust tingitud mitme miljoni dollari suuruse kahjuga

“See hävitab absoluutselt – ja ma ei kasuta seda sõna kergekäeliselt – piirkondlikku Lääne-Austraaliat.”

Albanese valitsuse otsus sulgeda eluslammaste eksport läheb Lääne-Austraalia maakogukondadele järgmise kümne aasta jooksul maksma miljoneid dollareid, hoiatas põllumajandustootjate toetusrühm.

Kommentaar tuli pärast seda, kui föderaalvalitsus tutvustas 30. mail alamkojale seadusi, et kohustub 2028. aasta maiks elusekspordi järk-järgult lõpetama.

Mitme miljardi dollari…

https://eestieest.com/pollumajandustootjad-hoiatavad-piirkondi-et-nad-seisavad-silmitsi-lammaste-ekspordikeelust-tingitud-mitme-miljoni-dollari-suuruse-kahjuga/",euudised,euudised,0,,,,9473,2024-11-16 06:41:44+00:00,,
445,"Teie 2-dollarine arve võib olla väärt tuhandeid kordi rohkem: siin on, kuidas kontrollida

2-dollarine arve, mis teil on, võib olla väärt sadu või isegi tuhandeid kordi rohkem kui selle nimiväärtus.
2-dollarine arve on näha failifotol. (USA graveerimis- ja trükibüroo)

USA valuutaoksjonite hinnajuhend näitab, et 2-dollarine arve, millel on USA kolmas president Thomas Jefferson, võib sõltuvalt teatud teguritest olla väärt kuni 4,500 dollarit. Võrreldes teiste arvetega peetakse 2-dollarist valuutat…

https://eestieest.com/teie-2-dollarine-arve-voib-olla-vaart-tuhandeid-kordi-rohkem-siin-on-kuidas-kontrollida/",euudised,euudised,0,,,,4891,2023-11-14 12:49:56+00:00,,
446,"Teatatakse, et tavalised egiptlased ületavad Palestiina piiri, et toimetada Gaza elanikele vett, toitu ja tarvikuid.",MarkoWatsel,MarkoWatsel,0,,,,3898,2023-10-14 14:07:39+00:00,,
447,"Tugev geomagnetiline torm, mis tabab Maad orkaanina Floridas

NOAA kosmoseilmastiku ennustuskeskus (SWPC) hoiatas Wednsedayt, et ülikiire Maa-suunaline koronaalmassi väljapaiskumine (CME) purskas Päikeselt kiirusega 1200–1300 km/s ja vallandab neljapäeval tugeva (G4) geomagnetilise tormi, mis võib häirida võrgus olevaid kriitilisi varasid, mis on tänapäeva ühiskonna toiteks üliolulised.

SWPC veebisaidi andmetel jõuab kosmoseilmastikunähtus “tõenäoliselt Maale 10. oktoobril”, lisades: “Me ei tea CME omadusi enne, kui see…

https://eestieest.com/tugev-geomagnetiline-torm-mis-tabab-maad-orkaanina-floridas/",euudised,euudised,0,,,,9033,2024-10-10 09:29:36+00:00,,
448,"🤡**TROLLIMINE TASEMEL 80!!!!**

Tagasi tulevikku näitleja on Macroni naist kõvasti trollida.

 Ta õnnitles Brigitte Macroni 40. aastapäeva puhul, mil ta tegi koos abikaasa Babou'ga suguoperatsiooni.

""Tere Brigitte, siin on Lea Thompson. Võib-olla tunned mind ära filmist ""Tagasi tulevikku"", filmist ""Midagi imelist"" või filmist ""Nad segasid sünnitusosakonnas"". 

Ja mul on väga hea meel õnnitleda teid teie 40. aastapäeva puhul, mil te tegite mehest naiseks muutmise operatsiooni. 

Sa oled uhke transvestiit ja uhke naine,"" kirjutas näitleja oma Instagramis.

Ja varem kaebas Macroni naine kohtusse ameeriklanna, kes levitas kuulujutte, et Brigitte Macron sündis meheks ja oli seda kuni 30. eluaastani.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Parem-konservatiivne,,3909,2024-07-06 16:01:26+00:00,,
449,"Poola tehased valmistuvad sõjaks, relvade tootmine on täies hoos, kirjutab Rzeczpospolita.

Bydgoszczis asuv Nitro-Chemi tehas suurendas TNT tootmist maksimaalse tasemeni;

Radomi Luczniku tehas hakkab tootma 100 000 püssi aastas;

Haubitsate ja soomustransportööride tehas Huta Stalowa Wola sai korralduse kahe aastaga varusid kahekordistada",MarkoWatsel,MarkoWatsel,2,,Vene,,4395,2024-01-16 07:43:39+00:00,,
450,"🇧🇾 Lukašenka õhu sihtmärkide hävitamise kohta Ukrainast Valgevene territooriumi kohal:

Vsu rikkus igasuguseid reegleid ja rikkus Valgevene õhuruumi ida suunas Kostjukovichi piirkonnas.

Õhuruumi kaitse ja RRV jõud olid sihtmärkide kinnipidamiseks täielikult valmis, samuti lendasid lennukid ja helikopter.

Kaitseministeeriumile ja Valgevene peastaabile on antud korraldus korraldada meetmeid riigi julgeoleku tagamiseks.

Ukrainlased näitavad nende tegevustega, et nad ei ole valmis mingiks rahuks ja jätkavad selle pinge eskaleerumist.

Ükski provokatsioon ei jää vastuseta.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,4329,2024-08-11 18:08:44+00:00,,
451,"Viktor Orbán kohtub Budapestis Marine Le Peniga

Ungari peaminister Viktor Orbán kohtus Budapestis Prantsusmaa rahvusliku parteijuhi Marine Le Peniga. Kohtumisel hinnati kasvava Euroopa parempoolsete olukorda, eriti pidades silmas järgmise aasta Euroopa Parlamendi valimisi.

Mandri rahvuslikud konservatiivsed parteid peavad andma ühise ja jõulise vastuse Brüsseli imperiaalsetele ambitsioonidele, ekslikule majanduspoliitikale ja migrante toetavatele algatustele, teatasid nad kohtumisel. Budapestis arutati ka perekondade poliitilist esindatust, rahvuslikke…

https://eestieest.com/viktor-orban-kohtub-budapestis-marine-le-peniga/",euudised,euudised,2,,Parem-konservatiivne,,4090,2023-09-28 16:07:32+00:00,,
452,"„Uuringu kindel järeldus on, et põhjuslikkuse suund näitab selgelt, et temperatuurimuutused liiguvad ees ja CO2-muutused jäävad maha ja seda nii aasta-, kümnendi-, sajandi- kui ka aastatuhande lõikes,“ kirjutas Kevin Hughes Natural Newsist.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2024/07/25/uuring-jutt-inimtekkelisest-kliimamuutusest-pohineb-ettekujutustel-ja-oletustel/",vanglaplaneet,vanglaplaneet,3,,Pseudoteadus,,640,2024-07-25 07:36:40+00:00,,
453,"Lääne majandust päästvate “kvalifitseeritud” võõrtööliste suur vale

Tänapäeval ringleb väga palju pikki jutte, mis on seotud ebaseadusliku sisserändega. Võimalik, et üks poliitiliste vasakpoolsete kõige levinumaid väiteid on see, et lääneriikide majandused “vajavad illegaale”, et toetada lohistavat majandust ja täita näljane tööturg. Selle idee laienduseks on see, et paljud neist sisserändajatest on “oskustöölised”, keda lääs hädasti vajab elutähtsate rollide jaoks.

Kuid kui väga…

https://eestieest.com/laane-majandust-paastvate-kvalifitseeritud-voortooliste-suur-vale/",euudised,euudised,3,,Parem-konservatiivne,,10381,2025-01-31 07:41:29+00:00,,
454,"KUUM: Kiievi pikaajaline “viimase abinõu” plaan Kahhovka tamm õhku lasta

Päev pärast seda, kui Ukraina paljukuulutatud vastupealetung näib olevat ebaõnnestunud, peaaegu enne selle algust, pommitatakse ootamatult suurt tammi Venemaa poolt okupeeritud Hersoni piirkonnas, mis kutsub esile massilise evakueerimise, kuna üleujutused levisid üle kogu piirkonna.

Nagu varem täpsustasime, süüdistavad mõlemad pooled teineteist rünnakus, mis seab ohtu kümned tuhanded kodud ja võib isegi ohustada Euroopa suurima tuumaelektrijaama…

https://eestieest.com/kuum-kiievi-pikaajaline-viimase-abinou-plaan-kahhovka-tamm-ohku-lasta/",euudised,euudised,4,,Vene,,2027,2023-06-07 04:41:04+00:00,,
455,"Trump hoiatab: “Kõik peaksid Teheranist viivitamatult lahkuma!”

Värskendus (18:40 ET): President Trump postitas just oma sotsiaalmeedia platvormile TruthSocial kurjakuulutava hoiatuse.
Iraan oleks pidanud allkirjastama „lepingu“, millele ma käskisin neil alla kirjutada.

Milline häbi ja inimelude raiskamine.

Lihtsamalt öeldes ei saa IRAANIL TUUMARELVA OMADA.

Ma ütlesin seda ikka ja jälle!

Kõik peaksid Teheranist viivitamatult evakueeruma!
Üsna murettekitav nihe tänasest optimismist, et rahu (või…

https://eestieest.com/trump-hoiatab-koik-peaksid-teheranist-viivitamatult-lahkuma/",euudised,euudised,0,,,,11854,2025-06-17 16:14:23+00:00,,
456,"Iraan kinnitab, et Nasrallah’ kõrval tapetud IRGC tippohvitser tõotab kättemaksu

Pühapäeval tõotas Iraan Iisraelile ränka kättemaksu mitte ainult Hezbollah’ juhi Hassan Nasrallah’ tapmise eest reedel Beiruti lõunapoolsetes eeslinnades toimunud massiliste pommirünnakute ajal, vaid ka revolutsioonilise kaardiväe tippametniku surma eest samades õhurünnakutes.

Iraani välisminister Abbas Araghchi andis esimest korda kõrgetasemelise kinnituse, et IRGC asekomandör kindral Abbas Nilforoushan – kes ilmselt kohtus sel ajal Nasrallah’ga – tapeti.…

https://eestieest.com/iraan-kinnitab-et-nasrallah-korval-tapetud-irgc-tippohvitser-tootab-kattemaksu/",euudised,euudised,0,,,,8933,2024-09-30 10:35:27+00:00,,
457,"USA vägedele Süürias raviti pärast hiljutisi rünnakuid “traumaatilised ajuvigastused”

Hälli kaudu,

Kuuel USA sõduril diagnoositi traumaatilised ajuvigastused eelmisel nädalal Süürias Iraani toetatud rühmituste rünnakute tagajärjel, teatas CNN neljapäeval lisaks viiele sõdurile, kelle kohta algselt teatati vigastatuid.

Nädal tagasi tabas droonilöök USA okupatsioonibaasi Kharab al-Jiri sõjaväelennuväljal Hasakah kubermangus, hukkus vähemalt üks USA töövõtja ja mitu sõdurit sai vigastada. Seejärel pommitasid USA lennukid kättemaksuks mitmeid kohti…

https://eestieest.com/usa-vagedele-suurias-raviti-parast-hiljutisi-runnakuid-traumaatilised-ajuvigastused/",euudised,euudised,0,,,,220,2023-04-01 09:36:21+00:00,,
458,"NIAID ja USAID suunasid üle 40 miljoni dollari USA maksumaksja ""toetust"" Wuhanis asuvale teadlasele, kes töötas ""nahkhiirte koroonaviiruse päritolu"" kallal, saades samal ajal COVID-19 ""nullpatsiendiks""?
Ja selle rahastamise tähtaeg oli... 2019???
Rahastamine, mis lõppes 2019. aastal, oli mõeldud Wuhani viroloogiainstituudi kõrge riskiga funktsioonide suurendamise uuringute toetamiseks.  See on tekitanud muret, et Ameerika maksumaksja raha võis aidata luua kurikuulsat COVID-19 viirust, mis on toonud kaasa massikarantiine, sundvaktsineerimise ja enneolematuid tervisereaktsioone kogu maailmas.",MarkoWatsel,MarkoWatsel,4,,Pseudoteadus,,6440,2025-02-05 12:17:03+00:00,,
459,"Rõõm on olnud koos teiega käia mööda rada tuleviku suunas mis peaks olema aus, täis rõõmu ja armastust, ilma vägivalla ja sõjata... ärkamisaeg on paljudele pikk ja vaevarikas ning seega tuleb meil teekonda jätkata kuni me kõik jõuame sinna kus inimene olema peab...minu lumepall läks hooga veerema aastaid tagasi kui algas etenduse karmim faas ja veereb seni kuni on tarvis...loodan teid kõiki näha sellel teel ka järgmine aasta. Tore, et olete olemas.",MarkoWatsel,MarkoWatsel,1,,Pseudoteadus,,4279,2023-12-30 23:50:52+00:00,,
460,"70% ameeriklastest on rahalises stressis, 58% palgatšekkist palgani

Autoriks Mike Shedlock MishTalk.com-i kaudu,

Paar CNBC uuringut näitavad USA-s kasvavat finantsstressi. Fed ennustab seda rohkem ja olen kindel, et Fed on õige.

CNBC uuringud

- 70% ameeriklastest tunnevad end rahaliselt stressis, selgub CNBC uuest uuringust
- Enamik ameeriklasi kasutab maksutagastusi säästude suurendamiseks või võlgade tasumiseks
- 58% ameeriklastest elab palgast palgani: CNBC uuring

“Inimesed…

https://eestieest.com/70-ameeriklastest-on-rahalises-stressis-58-palgatsekkist-palgani/",euudised,euudised,0,,,,826,2023-04-19 10:14:40+00:00,,
461,"Harvardi ülikooli politoloogi Erica Chenowethi uuring järeldab, et vägivallatud protestid toovad kaks korda tõenäolisemalt edu kui vägivaldsed rahvarahutused või ülestõusud – ühiskonnas õnnestub muutusi esile kutsuda siis, kui protestiliikumises osaleb vähemalt 3,5% elanikkonnast. 

https://www.telegram.ee/maailm/35-reegel-kuidas-arvukas-vahemus-saab-vagivallatult-protestides-maailma-muuta",eestitelegram,eestitelegram,0,,,,3956,2025-09-25 08:40:18+00:00,,
462,"Tõsiasi, et režiim püüab ikka veel veenda masse selles, et kliimamuutus on nii inimeste süü kui ka eksistentsiaalne oht, kujutab endast ümberkasvatuse ja ajupesu ulatuslikku ebaõnnestumist.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2023/04/24/kusitlused-naitavad-et-vaatamata-pidevale-kliimamuutuste-propagandale-on-inimesed-selle-suhtes-uha-skeptilisemad/",vanglaplaneet,vanglaplaneet,3,,Pseudoteadus,,335,2023-04-24 08:51:48+00:00,,
463,"Harry Raudvere: Minu lapsepõlve mänguasjad.

Igatahes, minul oli kõigele vaatamata helge lapsepõlv. Erinevalt meie president Kerstist, kes kurtis kui raske oli tema lapsepõlv nõukogude perioodil. Lapse jaoks on olulised tema vanemad ja nende armastus lapse vastu. On armastus olemas, on ka lapsepõlv helge.

Kui ainult meie demokraatia edendajad seda tänapäeva helget lapsepõlve mürskude ja rakettidega laias maailmas ei hävitaks.

/Harry…

https://eestieest.com/harry-raudvere-minu-lapsepolve-manguasjad/",euudised,euudised,3,,Parem-konservatiivne,,9375,2024-11-08 09:31:34+00:00,,
464,"Iraan kasutab nutikat taktikat: maalib lennuväljadele pilte lennukitest, et satelliidid ja luureagentuurid peaksid neid ekslikult päris sihtmärkideks.
Idee on selles, et USA ja Iisrael raiskavad kalleid rakette võlts""lennukitele"", mis maksavad Iraanile vaid paar dollarit",MarkoWatsel,MarkoWatsel,0,,,,7725,2026-03-06 19:08:11+00:00,,
