sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp
366,"📢**🇺🇸****🪧Kogu Ameerika on protestides: Newsweek avaldas kaardi eilsetest ulatuslikest meeleavaldustest Trumpi vastu.**

⚡️Videos on näha tuhandeid meeleavaldajaid, kes täitsid Bostoni tänavad, protestides Trumpi vastu — ja see on vaid üks 1200-st üritusest, mis toimusid samaaegselt kõigis 50 USA osariigis.

⚡️Lisaks USA-le on Trumpi-vastased meeleavaldused planeeritud ka välismaal — Prantsusmaal, Kanadas, Saksamaal, Mehhikos ja teistes riikides.

@dmitrynikotin

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
367,"California võttis vastu seaduseelnõu, mis lubab osariigi maksetena krüptoraha aktsepteerida

Autor Brayden Lindrea CoinTelegraph.com vahendusel,

California on astunud sammu lähemale krüpto omaksvõtmisele pärast seda, kui seaduseelnõu, mis lubab osariigi osakondadel digitaalseid valuutasid aktsepteerida, võeti ühehäälselt läbi osariigi alamkoja ja suundub nüüd senati.

California osariigi assamblee 2. juunil kolmandal lugemisel 68-0 häältega vastu võetud seaduseelnõu 1180 (AB 1180) nõuaks finantskaitse ja innovatsiooni ministeeriumilt (DFPI) eeskirjade väljatöötamist,…

https://eestieest.com/california-vottis-vastu-seaduseelnou-mis-lubab-osariigi-maksetena-kruptoraha-aktsepteerida/",euudised,euudised,ei ole propa,,,
368,"Washington peaks Iisraeli uude sõtta sekkumisest eemale hoidma

Autor Alexander Langlois RealClearPoliticsi vahendusel.

Iisrael korraldas 13. juuni varahommikul enneolematu rünnaku Iraani juhtkonna, selle sõjaväe ja tuumaprogrammi vastu, pannes piirkonna ärevusse sõja pärast, mida paljud on aastakümneid õigustatult püüdnud vältida. Operatsioon tekitab rohkem küsimusi kui vastuseid, rõhutades veelgi USA poliitikakujundajate jaoks ainsa ratsionaalse tee: vältida otsest sõda Islamivabariigiga.

Iisraeli ametnikud väidavad, et on õhurünnakute,…

https://eestieest.com/washington-peaks-iisraeli-uude-sotta-sekkumisest-eemale-hoidma/",euudised,euudised,ei ole propa,,,
369,"Saksa patoloogid esitavad tõendeid selle kohta, et covid-19 vaktsiinid põhjustavad ""lümfotsüütide mässu"", mis põhjustab elundipuudulikkust

 Professorid Arne Burckhardt ja Walter Lang pidasid pressikonverentsi, kus nad esitasid kümme lahkamist inimestest, kes surid vahetult pärast vaktsiini saamist.

 Kõik uuringus osalejad olid üle 50 aasta vanad ja surid erinevate ajavahemike järel kahe nädala jooksul pärast vaktsineerimist.  Pärast surnu koeproovide mikroskoobi all uurimist avastasid patoloogid igast proovist midagi ebatavalist.

 Lümfotsüütide mäss tekkis kümne lahatud surnul.  Teadlased leidsid paljudes kudedes, sealhulgas maksas, neerudes, põrnas ja emakas, tohutul hulgal lümfotsüüte.  Lümfotsüüdid ründasid agressiivselt nende elundite kudesid, põhjustades kahjustusi.

 Ja siis esitavad Rockefellerid ja teised nende sarnased küsimuse: miks inimesed ei taha vaktsineerida?",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
370,"👋“Tervitused ukrainlastele Bulgaariast”: Renessansipartei saadikukandidaat Atanas Shtefanov viskas Sofia raekojast Ukraina lipu maha, selgitades, et “see on fašistlik lipp”

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
371,"Hollandi ajakirjaniku sõnul saatis kohus sõnumi,  et isegi kui oled Bill Gates, pead ikkagi kohtus aru andma.

https://www.telegram.ee/maailm/hollandi-kohus-gates-bourla-jt-peavad-vaktsiinikahjude-kohtuasjas-aru-andma",eestitelegram,eestitelegram,ei ole propa,,,
372,"KUUM! Weebiraadio “Lihtsalt&Keerutamata” 11. saade- Kuidas pangad inimesi orjastavad ning vajadusel ka paljaks röövivad.

Saates osalevad  EestiEest.com toimetaja Mihkel Johannes Paimla. ERE programmi töörühma liikmed, Harry Raudvere ja Kertu Luisk  ning sisulooja Timo Kalaus alias Silver Ronk. Saadet juhin mina, Mario Maripuu, tuntud  sisulooja ja suunamudijana Konservatiivne Mõtiskleja. Selles saates ei esinda me partei seisukohti vaid avaldame oma isiklikke mõtteid.

https://eestieest.com/kuum-weebiraadio-lihtsaltkeerutamata-11-saade-kuidas-pangad-inimesi-orjastavad-ning-vajadusel-ka-paljaks-roovivad/",euudised,euudised,propa,,Muu,
373,"30% ameeriklastest usub, et kolledž pole seda väärt

Kolledžihariduse väärtus langeb üha madalamale, kui noored mõistavad, et see on hiiglaslik pettus. 100 xnumx dollari suuruse kolledživõla kogumine väärtusetute sookraadide eest liberaalsetes ajupesulaagrites, ainult selleks, et lõpetada ja maanduda tööle, mis ei nõudnud kraadi – näiteks kinnisvaramaakler või baarmen, nagu paljud aastatuhanded teada said, on olnud suur äratuskõne.

Pewi uurimiskeskuse uus uuring näitab, et…

https://eestieest.com/30-ameeriklastest-usub-et-kolledz-pole-seda-vaart/",euudised,euudised,propa,,Parem-konservatiivne,
374,"😁**Iga-aastasel Valge Maja pressikeskuse reporterite õhtusöögil:**

- Praegu tundub kõik imelik. Paljude mõõdikute järgi on Joe Bidenil olnud harva edukas esimene ametiaeg, kuid mingil põhjusel inimesed seda ei näe. Võtame majanduse. Meil on tunne, et asjad on halvad, kuigi numbrid näitavad vastupidist. Meie majandus on nagu sina... lennuk №1. 

Tundub, et ta on komistanud, kuid kuidagi õnnestub tal üles tõusta.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
375,"Kuigi tervishoiuministeeriumilt ei olnud otseseid juhiseid, oli komitee poliitilise eliidi “survemullis“, mis mõjutas kõiki vaktsineerimiskomisjoni esindajaid. 19. mai 2021. aasta RKI protokolli kohaselt teatas tervishoiuminister Jens Spahn, et isegi kui Stiko ei soovita lastele vaktsineerimist, kavandab ta „ikkagi vaktsineerimisprogrammi. Uus tervishoiuminister Karl Lauterbach ütles 2021. aasta novembris, et laste vaktsineerimise vastu pole mingeid põhjendusi.

https://www.telegram.ee/maailm/saksamaal-anti-soovitus-covidi-laste-vaktsineerimiseks-ainult-avaliku-surve-tottu",eestitelegram,eestitelegram,propa,,Pseudoteadus,
376,Zirik tegi jälle Nostradamusele ära... isegi osalise mobilisatsiooni kohta ta teadis.,MarkoWatsel,MarkoWatsel,propa,,Vene,
377,"🇺🇸 💵 Dollari osatähtsus maailma valuutareservides on  langenud peaaegu 1970. aastate tasemele.

💬 Hetkel jääb dollari osakaal 60% piiresse. Suund on edasisele langusele. Peamiste põhjuste hulgas on inflatsioon ja Ukraina kriis.

✔️Liituge meiega
📱  [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱  [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
378,"Pariisi olümpial järjekordne ämber: korraldajad ajasid segamini Tadžikistani ja Tai lipud.
See juhtus poksiturniiri võitjate autasustamisel kaalukategoorias kuni 92kg.  Pronksmedali võitsid hispaanlane Emmanuel Reyes ja Davlat Boltaev Tadžikistanist.  Aga Tadžikistani lipu asemel heisati Tai lipp.

Meie Erika Salumäe pääses tookord veel kergelt kui lipp tagurpidi vardasse tõmmati, siin aga päädis sportlase emotsionaalne kõrghetk võõra riigi lipuga.Peab ikka võhik olema ,et nii lihtsa asjaga puusse panna.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
379,"Vanglaplaneet: Saksa parlamendiliige Christine Anderson selgitas, miks globalistid tahavad inimesed 15-minuti linnadesse vangistada

Saksamaa Euroopa Parlamendi liikme Christine Andersoni sõnul on globalistid otsustanud massid 15-minuti linnadesse sulgeda, mis sisuliselt toimiksid kui rangelt kontrollitud vanglad.

Anderson, kes kuulub erakonda “Alternatiiv Saksamaale”, ütles The Epoch Timesile, et Covidi vaktsiinipass oli vaid test, et katsetada sotsiaalset krediidisüsteemi, mida nendes niinimetatud 15-minuti linnades integreeritakse.

“Covidi pass oli vaid eelmäng selleks, et inimesed…

https://eestieest.com/vanglaplaneet-saksa-parlamendiliige-christine-anderson-selgitas-miks-globalistid-tahavad-inimesed-15-minuti-linnadesse-vangistada/",euudised,euudised,propa,,Parem-konservatiivne,
380,"☄️**Prantsusmaa annab Ukrainale täiendavalt 12 iseliikuvat suurtükiväe süsteemi CAESAR Venemaa külmutatud varade arvelt.** Prantsuse kaitseminister Sebastian Lecornu teatas sellest intervjuus ajalehele La Tribune Dimanche.

Tema sõnul on Pariis Venemaa varadelt kogunud intresse 300 miljoni euro (umbes 31,5 miljardi rubla) ulatuses, mis võimaldab aasta lõpus osta Ukrainale sõjatehnikat.

Lisaks saab Ukraina 155 mm suurtükimürske, Asteri rakette, AASM-i juhitavaid pomme, samuti Mistrali raketiheitjaid ja -süsteeme.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
381,"Mati Väärtnõu: Pühade eel tahaks mõelda rahust, aga Eesti ühiskond on sellest kahjuks väga kaugel!

Mis on nende inimeste positiivne plaan eestluse kestmiseks, kes külvavad rahvustevahelist vihkamist Eestis? Destruktiivne plaan on teada – peame hävitama Venemaa ja venelased. Aga milline on positiivne plaan?

Ok, oletame, et venelased on hävitatud. Mis edasi? Kas see tõstab eestlaste sündimust? Kas see paneb Eesti majanduse õitsema, mis on üks sündimuse languse peamiseid põhjuseid? Kas…

https://eestieest.com/mati-vaartnou-puhade-eel-tahaks-moelda-rahust-aga-eesti-uhiskond-on-sellest-kahjuks-vaga-kaugel/",euudised,euudised,propa,,Vene,
382,"Juba homme läheb Telegram.ee uue konverentsi ""Tuleviku foorum"" info üles ja algab eelmüük. Ole esimene, võta oma elu ohjad enda kätte ja astu Matrixi oravarattast välja meie vahvate esinejate abiga! Registreeru siin: https://www.telegram.ee/foorum",eestitelegram,eestitelegram,propa,,Pseudoteadus,
383,"Stockman: mida tähendavad saabuvad USA valimised Ameerika fiskaalse tuleviku jaoks

Autoriks David Stockman via InternationalMan.com,

Kui ajaloo keerdkäikude käigus muutub kohutav vajadus leiutise emaks, on tund tavaliselt hiljaks jäänud. Nii on see Ameerika septilise fiskaalse derangementiga praegu. Kuumas kohas pole lihtsalt lumepalli võimalust, et kas Trumpiseeritud GOP või beltway bloobi kontrolli all olevad demokraadid tõstavad sõrme, et suunata Ameerika fiskaalne viimsepäevamasin katastroofiga määratud kohtumisest kõrvale.…

https://eestieest.com/stockman-mida-tahendavad-saabuvad-usa-valimised-ameerika-fiskaalse-tuleviku-jaoks/",euudised,euudised,propa,,Parem-konservatiivne,
384,"Panama kanal on muutunud liiklusummikuks

 Rohkem kui 200 laeva on mõlemal pool veeteed madalikule jooksnud, kuna läbisõitu takistas tõsine põud, vahendab The Wall Street Journal.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
385,"🇩🇪🇱🇹**Saksa kantsler toob Saksa sõjaväelased Vilniusse alaliseks elukohaks**

🪖 Kantslerit võttis Vilniuses vastu Leedu välisminister Kęstutis Budrys. Peamised sündmused toimusid linna keskväljakul, kus toimus tseremoonia, kus osales üle tuhande sõjaväelase Saksamaalt ja Leedust.

ℹ️ Saksamaa uus üksus Leedus koosneb umbes 4800 sõdurist ja 200 tsiviilspetsialistist. Plaani kohaselt peaks jalaväe- ja tankipataljonidest koosnev brigaad olema täielikult moodustatud 2027. aastaks. Praegu on Leedus juba paigutatud umbes 500 Saksa sõdurit.

@rubaltic

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
386,"Mahukas uuring kinnitab: mask ei kaitse!
https://www.telegram.ee/teadus-ja-tulevik/metauuring-kinnitab-maskid-ei-kaitse-koroona-eest",eestitelegram,eestitelegram,propa,,Pseudoteadus,
387,"Hiina poolt välja päästetud riigid

Virginia William & Mary kolledži AidData uurimislabori avaldatud uus aruanne heidab valgust Hiinakahepoolsete hädaabilaenude tavaliselt läbipaistmatule praktikale.

Nagu Statista Katharina Buchholz teatab, tuvastasid teadlased, kes on pärit ka Maailmapangast, Harvardi Ülikoolist ja Kieli Maailmamajanduse Instituudist, 22 riiki, mida Hiina laenud päästsid, kui neil aastatel 2000–2021 tekkisid likviidsusprobleemid.

Rohkem infograafikat leiate Statistast

Riigid, kes kasutasid neid…

https://eestieest.com/hiina-poolt-valja-paastetud-riigid/",euudised,euudised,ei ole propa,,,
388,"🤔**Belgia preester arreteeriti pärast narkoorgiat koos Briti kolleegiga, kes ei elanud hommikuni.**

Belgia püha isa oli 69-aastane ja inglane 60-aastane (aga see teda ei päästnud). Nad pidutsesid Antwerpeni lähedal kogudusemajas. Nad nurrusid amüülnitritit, võtsid ecstasy't ja andsid end Soodoma patule. Mingil hetkel jäi külaline haigeks ja teda ei pumbatud välja. Sündmuse kangelane on lahkunud kohalikku vanglasse. Aamen.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Muu,
389,"❗️ Vene relvajõud katavad Avdijivka kindlustust külgedelt

“Mine ja vaata” Telegram-kanali andmetel jätkab Vene armee edasiliikumist Avdiivka suunas.

“Praegu on Vene üksused tõrjunud Ukraina vasturünnakuid ja kindlustavad end uutel piiridel,” ütles allikas.

Tema sõnul toimub edasitung ka paikkonnast lõuna poole, seal jätkub pealetung.

AFU viib reservid Avdiivka suunale, sealhulgas Lääne tehnika.

https://eestieest.com/❗️-vene-relvajoud-katavad-avdijivka-kindlustust-kulgedelt/",euudised,euudised,propa,,Vene,
390,"🇷🇺**Vaatamata sanktsioonidele jätkas Venemaa raha teenimist fossiilkütuste ekspordist ning on teeninud alates SVO algusest 742 miljardit eurot, kirjutab** [American  Forbes](https://www.forbes.com/sites/arielcohen/2024/09/23/energy-revenue-fuels-a-war-time-moscow-boom/)

Samuti rõhutasid nad, et IT — “cloud” tehnoloogiasektor on hakanud Venemaal kasvama ja areneb aktiivselt 

Eelkõige märgib väljaanne, et Moskvas saate maksta QR-koodi või naeratuse järgi, tellida toidu ja ravimite kiirtarne päeval ja öösel ning helistada takso minuti pärast 

Venemaa pealinnast on saanud mitmete riikide maamärk

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
391,"Charlie Chaplini sõnum inimkonnale:

 ""Me oleme loodud üksteist aitama, see on iga inimese eesmärk. Me peaksime rõõmustama inimliku õnne üle, mitte kasu saama kannatustest.

 Me ei peaks üksteist vihkama.  Me võime elada vabalt ja õnnelikult, kuid oleme unustanud, kuidas seda teha.  Inimhinged on mürgitatud ahnusest, maailm on täis vihkamist, mis meid verisele teele lükkab!  Leiutasime kiired autod, kuid lukustasime oma Hinged neisse.  Leiutised pole toonud meile seda rikkust, mida ihaldame.  Meie teadmised on teinud meist küünikud.  Mõistus on muutnud meid vihaseks ja julmaks.

 Me mõtleme liiga palju ja tunneme liiga vähe.  Me ei vaja avastusi, lihtsat inimlikkust, mitte arenenud mõistust, vaid lahkust ja tundlikkust, ilma milleta muutub meie elu julmaks, mõttetuks ajaraiskamiseks.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
392,"“Sa ei pea olema poliitiline filosoof mõistmaks, et kui sa ei oma midagi, siis omab riik kõike. Selle kohta on veel üks sõna: seda nimetatakse kommunismiks,” ütles senaator Alex Antic hiljutisel Austraalia parlamendiistungil, pöörates tähelepanu Klaus Schwabi ja Maailma Majandusfoorumi tegevusele.

https://www.telegram.ee/maailm/austraalia-senaator-loi-klaus-schwabi-ja-maailma-majandusfoorumi-tegevusele-hairekella",eestitelegram,eestitelegram,propa,,Parem-konservatiivne,
393,"Sel nädalal teatas USA tervishoiuminister Robert Kennedy Jr. järgmist: ""Täna on COVID-vaktsiin tervetele lastele ja tervetele rasedatele naistele @CDCgovi soovitatavast immuniseerimiskavast eemaldatud. Kokkuvõttes: see on terve mõistus ja hea teadus. Oleme nüüd sammu võrra lähemal @POTUSi lubaduse ""Muuda Ameerika jälle terveks“ täitmisele.“

Seda teadaannet on võetud tohutu võiduna. ""Just selle poolt me ​​hääletasimegi,“ kuulutas rahvas. 

Noh, mitte kõik inimesed, kirjutab saatejuht ja muusik Gareth Icke, kes toob välja mitte-tervete inimeste massiivse osakaalu USA rahvastikus ja mõtiskleb, kas praegusel juhul on ikka tegu võiduga.

https://www.telegram.ee/arvamus/kas-me-peame-vaikesi-voite-tahistama-jah-aga-ainult-siis-kui-need-on-ka-pariselt-voidud",eestitelegram,eestitelegram,propa,,Pseudoteadus,
394,"The Guardian: bakterite resistentsus antibiootikumide suhtes põhjustab 2050. aastaks 40 miljoni surma

 ""Umbes miljon inimest sureb igal aastal bakterite antibiootikumiresistentsuse leviku tõttu ja see arv tõuseb järgmise 25 aasta jooksul. See on hirmutav,"" tsiteeris ajaleht Ühendkuningriigi endist peaarsti Sally Daviesi sõnu.

 2050. aastaks kahekordistub suremus bakterite resistentsusest.  Põhjuseks on antibiootikumide laialdane kasutamine, sealhulgas toiduainetööstuses, mille tulemusena üha enam baktereid muteerub ja tekib antibiootikumide suhtes resistentsus.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
395,"😁**Sky Sports on vabandanud vaatajate ees vahejuhtumi pärast, mille käigus kasutati reporteri jaoks kummist munandikotti.**

Inglismaa jalgpallis oli üleminekuaken suletud ja ajakirjanikud tegid kokkuvõtteid klubide üleminekutest. 

Kuid vana hea traditsiooni kohaselt lähenesid ülekande ajal fännid ajakirjanikele ja neile lükati kunstlikud suguelundid nina sisse.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
396,"Wigingtoni sõnul on tehnoloogia orkaanide mõjutamiseks eksisteerinud juba aastakümneid, baseerudes atmosfäärirõhu tsoonide manipuleerimisele. „Paljudele on teada Alaska HAARP-süsteem – ionosfääri kuumutussüsteem, mis tekitab atmosfääris elektrilisi reaktsioone ja rõhukõikumisi. See võimaldab mõjutada jugavoolu ja luua madalrõhutsoone,“ selgitas Wigington.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2024/10/09/ilmastikumojutuse-spetsialist-orkaan-helene-oli-usa-kaitseministeeriumiga-seotud-ilmarelv-mida-kasutati-ameerika-rahva-vastu/",vanglaplaneet,vanglaplaneet,propa,,Pseudoteadus,
397,Kuidas sina sülearvutit kasutad? https://www.telegram.ee/teadus-ja-tulevik/video-sulearvuti-koht-ei-ole-sules,eestitelegram,eestitelegram,ei ole propa,,,
398,"Läänes vohav kompetentsikriis

Autoriks Alastair Crooke,

Esseist ja sõjastrateeg Aurelien on kirjutanud artikli pealkirjaga: The Strange Defeat (originaal prantsuse keeles). “Kummaline lüüasaamine” seisneb Euroopa “uudishimulikus” suutmatuses mõista Ukrainat või selle sõjalist mehaanikat.

Aurelien toob välja kummalise realismi puudumise, millega Lääs on kriisile lähenenud —
“ … ja peaaegu patoloogiline dissotsiatsioon reaalsest maailmast, mida ta oma sõnades ja tegudes…

https://eestieest.com/laanes-vohav-kompetentsikriis/",euudised,euudised,propa,,Vene,
399,"New Yorgi politsei avastas Brooklyni linnaosas - Crown Heightsi piirkonnas sünagoogi alt - ebaseaduslikud tunnelid ja maa-alused ruumid.

 See sünagoog on Lubavitseri hassiidi liikumise (Chabad) peakorter, millel on üle 2700 filiaali üle maailma.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
400,"Iraani president: Iisraeli tegevus Gazas meenutab natside kuritegusid, vastutust kannab lääs

Iraani president Ebrahim Raeisi ütles, et Iisraeli tegevus palestiinlaste vastu kordab natside Teise maailmasõja ajal toime pandud kuritegusid, hoiatades, et kui Iisraeli režiim jätkab oma rünnakutega, sõja mõõtmed laienevad.

“Kui sionistlik režiim püüab maksta oma lüüasaamise eest nende kuritegude jätkamisega [palestiinlaste vastu], laienevad arengute mõõtmed,” ütles Raeisi pühapäeval Prantsusmaa presidendi Emmanuel Macroniga peetud telefonikõnes.

Ta…

https://eestieest.com/iraani-president-iisraeli-tegevus-gazas-meenutab-natside-kuritegusid-vastutust-kannab-laas/",euudised,euudised,propa,,Muu,
401,"Kogu Lääs kasutab antidepressante. Esimene mitte-lääne riik on edetabelis alles 23.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
402,"Modi BJP kaotab parlamendi enamuse

Hoolimata väljumisküsitlustest ja prognoosidest, mis viitavad teisiti, said peaminister Narendra Modi ja tema Bharatiya Janata partei (BJP) 18. Lok Sabha valimistel märkimisväärse löögi, India alamkoda hääletas riigi kodanike poolt. Võrreldes 2019. aastaga kaotas BJP 63 kohta ja oli 32 kohta puudu 272-kohalisest enamusest. Esimest korda pärast 2014. aastat peab Modi BJP juhitud valitsuse kindlustamiseks lootma…

https://eestieest.com/modi-bjp-kaotab-parlamendi-enamuse/",euudised,euudised,ei ole propa,,,
403,"Ja juba avalikult ...

Austraalia senaator Malcolm Roberts paljastab tõe WHO kohta: ""Bill Gates ostis WHO ja nüüd soovitab WHO vaktsiine.""
Samuti mainib ta ka Tedrose vägitegusid.",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
404,"Väljatõrjumine. Fed võib valitsuse päästmiseks tappa erasektori

Autor Daniel Lacalle,

Föderaalreservi bilanss saavutas 2022.aasta mais kõigi aegade kõrgeima taseme.

Sellest ajast alates pidi see langema ühtlases tempos ja kaotama 2024.aastaks kolm triljonit USA dollarit.

Rahapoliitika normaliseerimine tugines majanduse pehme maandumise ideele. Siiski võib Fed valitsuse päästmiseks erasektorit tappa.

Inflatsiooni ohjeldamine nõuab rahapakkumise ja kogunõudluse olulist vähendamist. Kui aga valitsemissektori defitsiidikulutused jäävad puutumata,…

https://eestieest.com/valjatorjumine-fed-voib-valitsuse-paastmiseks-tappa-erasektori/",euudised,euudised,propa,,Muu,
405,"Helget emadepäeva!

Emadepäev, mida 12. mail pühitseme, muutub sedavõrd, kui poliitkorrektsusest nakatunud poliitikud soorollid kahtluse alla seavad, aasta-aastalt üha olulisemaks. Naisliit võib küll loobuda aasta ema valimistest, kuid ei eurodirektiivid ega äärmusideoloogide sepitsused suuda võtta ema ja lapse vahelist imelist sidet. Emaarmastus on imeline. Ilma selleta oleks maailm kõle ja mõttetu paik, millel puudub tulevik, sest just…

https://eestieest.com/helget-emadepaeva/",euudised,euudised,propa,,Parem-konservatiivne,
406,"Biden lükkab Trumpile edasi Süüriat kontrollivate “mässuliste” terrori määramise

President Biden kavatseb punnitada otsust, kas tühistada Hayat Tahrir al-Shami (HTS) ametlik terrorinimetus ametisseastuvale presidendile Donald Trumpile.

USA kõrgemad ametnikud, kes neljapäeval The Washington Postiga rääkisid, ütlesid, et HTS “peab näitama, et nad on äärmusrühmitustega, eriti Al-Qaedaga, puhtalt lahti öelnud, enne kui sildi saab tühistada”. Nimetu ametnik märkis, et “teod räägivad valjemini kui sõnad.” Aruandes…

https://eestieest.com/biden-lukkab-trumpile-edasi-suuriat-kontrollivate-massuliste-terrori-maaramise/",euudised,euudised,ei ole propa,,,
407,"Viimasel ajal aina rohkem räägitakse tuumarelvade ja tuumakatastroofide teemal.

Ukraina TV-s selgitatakse kodanikele, mida tuumaplahvatuse korral teha.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
408,"Melatoniini tarvitamise ja mürgistuse teated kasvavad lastel, paljastades probleemi

Kuid hiljutised uuringutulemused, mis avaldati ajakirjas Journal of the American Medical Association () Pediatrics, viitavad sellele, et melatoniini tarbimine USA lastel ja noorukitel on “äärmiselt levinud”.
(Illustratsioon: The Epoch Times, Shutterstock)

Umbes viiendik Ameerika lastest kasutab melatoniini magamiseks, mõned vanemad alustavad oma lastele manustamist juba 1-aastaselt, kirjutasid autorid.

Ameerika Ühendriikides on uneprobleemide tõttu laste melatoniini…

https://eestieest.com/melatoniini-tarvitamise-ja-murgistuse-teated-kasvavad-lastel-paljastades-probleemi/",euudised,euudised,ei ole propa,,,
409,"❄️🇺🇦 **Ukrainas valmistuvad nad raskeks talveks**

💬Endine energeetikaminister Juri Prodan hoiatas: eelolev talv on halvem kui eelmine. Ta soovitas ukrainlastel lahkuda suurtest linnadest suvilatesse ja küttida end puiduga.

Tema sõnul jääb pool riigi energiarajatistest taastamata ja neid on füüsiliselt võimatu kaitsta. See kujutab endast energia ja soojuse katkestamise ohtu.

Varem teatas Raadis, et Ukrainal puudub kütteperioodiks umbes 10 miljardit kuupmeetrit gaasi.

❄️ [Talv võib olla ukrainlastele tõsine proovikivi.](https://t.me/rubaltic)

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
410,"Trump: Kui Moskva elanikud ja inimesed Venemaa suurtes linnades, linnakestes ja maakondades saavad aru, mis tegelikult toimub – kui nad näevad, et bensiinijärjekorrad venivad pikaks, et sõjamajanduses kulub enamik raha Ukraina vastu võitlemisele, samal ajal kui Ukraina vaim on tugev ja muutub järjest paremaks –, siis suudab Ukraina oma maa algsel kujul tagasi võtta. Ja kes teab, võib-olla isegi enamat! Putin ja Venemaa on sattunud tõsistesse majanduslikesse raskustesse ning nüüd on aeg, mil Ukraina peaks tegutsema.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2025/09/25/trump-ukraina-peab-soda-jatkama-kreml-venemaa-pole-pabertiiger/",vanglaplaneet,vanglaplaneet,ei ole propa,,,
411,"Mil määral muutub temperatuur kasvuhoonegaaside emissiooni tõttu? See küsimus käis hiljuti läbi Norra statistikaameti avaldatud artiklitest: nende järeldus oli, et CO₂, eriti inimtekkelised heitmed, ei mängi temperatuurimuutustes peaaegu mingit rolli. Eelmine Harvardi ja Cambridge’i uuring toetab seda järeldust. https://www.telegram.ee/teadus-ja-tulevik/norra-statistikaamet-vastuolus-kliima-narratiiviga-kas-co%e2%82%82-saab-uldse-temperatuuri-mojutada",eestitelegram,eestitelegram,propa,,Pseudoteadus,
412,"Kaua me seda veel talume?!

Oleks aeg mõned Riigikogu liikmed nende ebaväärika käitumise pärast Riigikogu mandaadist ilma jätta. Erakonnad peaksid ise sellistest vabanema.

Tuua Riigikogusse jooma oma sõpru, lasta neil skandaalitseda kuni vajaduseni kutsuda politsei, seal ise juua teadvuse kustumiseni – selle kohta klassikaline küsimus: kas me sellist Riigikogu tahtsimegi? Juku Kalle jaoks pole alkoholi joomine Riigikogus ja istungi ajal…

https://eestieest.com/kaua-me-seda-veel-talume/",euudised,euudised,propa,,Parem-konservatiivne,
